sewma,rewma,rttr,srewma,loss,queue,link,incr1,mult1,inter1,incr2,mult2,inter2
0.6202472676965918,0.6143825957338537,0.5047199103261218,0.46521949682014624,81920.0,0.7468234078452313,0.39604530275606437,6,0.9900000000000001,0.9,5,0.9700000000000001,0.9500000000000001
0.6202472676965918,0.6143825957338537,0.5047199103261218,0.46521949682014624,81920.0,0.7468234078452313,0.8750921182129118,90,0.25,1.1500000000000001,5,0.9700000000000001,0.9500000000000001
0.6202472676965918,0.6143825957338537,0.5047199103261218,0.46521949682014624,81920.0,8.40881386974889,0.39604530275606437,2,0.9299000000000001,1.8,1,0.9700000000000001,2.1999
0.6202472676965918,0.6143825957338537,0.5047199103261218,0.46521949682014624,81920.0,8.40881386974889,0.8750921182129118,40,0.27,1.05,1,0.9700000000000001,2.1999
0.6202472676965918,0.6143825957338537,0.5047199103261218,1.6638026092426268,81920.0,0.7468234078452313,0.39604530275606437,36,0.7000000000000001,0.9,55,0.8,0.9
0.6202472676965918,0.6143825957338537,0.5047199103261218,1.6638026092426268,81920.0,0.7468234078452313,0.8750921182129118,30,0.51,1.35,55,0.8,0.9
0.6202472676965918,0.6143825957338537,0.5047199103261218,1.6638026092426268,81920.0,8.40881386974889,0.39604530275606437,53,0.5700000000000001,1.1999,17,0.26,1.5999
0.6202472676965918,0.6143825957338537,0.5047199103261218,1.6638026092426268,81920.0,8.40881386974889,0.8750921182129118,34,0.9700000000000001,0.7000000000000001,17,0.26,1.5999
0.6202472676965918,2.060777214741489,0.5047199103261218,0.46521949682014624,81920.0,0.7468234078452313,0.39604530275606437,19,0.07,2.9499,40,0.61,0.9
0.6202472676965918,2.060777214741489,0.5047199103261218,0.46521949682014624,81920.0,0.7468234078452313,0.8750921182129118,4,0.67,1.05,40,0.61,0.9
0.6202472676965918,2.060777214741489,0.5047199103261218,0.46521949682014624,81920.0,8.40881386974889,0.39604530275606437,19,0.74,1.1,18,0.62,0.2
0.6202472676965918,2.060777214741489,0.5047199103261218,0.46521949682014624,81920.0,8.40881386974889,0.8750921182129118,31,0.5900000000000001,1.2,18,0.62,0.2
0.6202472676965918,2.060777214741489,0.5047199103261218,1.6638026092426268,81920.0,0.7468234078452313,0.39604530275606437,5,0.63,0.8500000000000001,6,0.64,1.6500000000000001
0.6202472676965918,2.060777214741489,0.5047199103261218,1.6638026092426268,81920.0,0.7468234078452313,0.8750921182129118,3,0.91,2.0,6,0.64,1.6500000000000001
0.6202472676965918,2.060777214741489,0.5047199103261218,1.6638026092426268,81920.0,8.40881386974889,0.39604530275606437,15,0.75,0.3,3,0.27,0.45
0.6202472676965918,2.060777214741489,0.5047199103261218,1.6638026092426268,81920.0,8.40881386974889,0.8750921182129118,10,0.19,0.6,3,0.27,0.45
2.0650358843077177,0.6143825957338537,0.5047199103261218,0.46521949682014624,81920.0,0.7468234078452313,0.39604530275606437,2,0.62,1.55,10,0.92,0.9
2.0650358843077177,0.6143825957338537,0.5047199103261218,0.46521949682014624,81920.0,0.7468234078452313,0.8750921182129118,11,0.9299000000000001,1.4499,10,0.92,0.9
2.0650358843077177,0.6143825957338537,0.5047199103261218,0.46521949682014624,81920.0,8.40881386974889,0.39604530275606437,51,0.9,0.8,20,0.7899,2.15
2.0650358843077177,0.6143825957338537,0.5047199103261218,0.46521949682014624,81920.0,8.40881386974889,0.8750921182129118,17,0.41000000000000003,2.5,20,0.7899,2.15
2.0650358843077177,0.6143825957338537,0.5047199103261218,1.6638026092426268,81920.0,0.7468234078452313,0.39604530275606437,16,0.2099,0.9,24,0.4,1.2998
2.0650358843077177,0.6143825957338537,0.5047199103261218,1.6638026092426268,81920.0,0.7468234078452313,0.8750921182129118,24,0.33,1.4499,24,0.4,1.2998
2.0650358843077177,0.6143825957338537,0.5047199103261218,1.6638026092426268,81920.0,8.40881386974889,0.39604530275606437,3,0.5799000000000001,2.5499,22,0.7100000000000001,1.5
2.0650358843077177,0.6143825957338537,0.5047199103261218,1.6638026092426268,81920.0,8.40881386974889,0.8750921182129118,4,0.8400000000000001,1.75,22,0.7100000000000001,1.5
2.0650358843077177,2.060777214741489,0.5047199103261218,0.46521949682014624,81920.0,0.7468234078452313,0.39604530275606437,105,0.76,0.65,6,0.8400000000000001,0.75
2.0650358843077177,2.060777214741489,0.5047199103261218,0.46521949682014624,81920.0,0.7468234078452313,0.8750921182129118,14,0.8300000000000001,2.4,6,0.8400000000000001,0.75
2.0650358843077177,2.060777214741489,0.5047199103261218,0.46521949682014624,81920.0,8.40881386974889,0.39604530275606437,38,0.51,0.8500000000000001,50,0.76,0.75
2.0650358843077177,2.060777214741489,0.5047199103261218,0.46521949682014624,81920.0,8.40881386974889,0.8750921182129118,24,0.88,0.8500000000000001,50,0.76,0.75
2.0650358843077177,2.060777214741489,0.5047199103261218,1.6638026092426268,81920.0,0.7468234078452313,0.39604530275606437,10,0.65,0.75,21,0.54,0.9
2.0650358843077177,2.060777214741489,0.5047199103261218,1.6638026092426268,81920.0,0.7468234078452313,0.8750921182129118,13,0.19990000000000002,0.8500000000000001,21,0.54,0.9
2.0650358843077177,2.060777214741489,0.5047199103261218,1.6638026092426268,81920.0,8.40881386974889,0.39604530275606437,11,0.43,0.7000000000000001,30,0.63,1.0
2.0650358843077177,2.060777214741489,0.5047199103261218,1.6638026092426268,81920.0,8.40881386974889,0.8750921182129118,40,0.17,1.0,30,0.63,1.0
0.6202472676965918,0.6143825957338537,1.0445908064450045,0.46521949682014624,81920.0,0.7468234078452313,0.39604530275606437,0,0.75,0.9500000000000001,2,0.9800000000000001,1.1
0.6202472676965918,0.6143825957338537,1.0445908064450045,0.46521949682014624,81920.0,0.7468234078452313,0.8750921182129118,36,0.63,1.05,2,0.9800000000000001,1.1
0.6202472676965918,0.6143825957338537,1.0445908064450045,0.46521949682014624,81920.0,8.40881386974889,0.39604530275606437,10,0.24000000000000002,1.1999,5,0.9900000000000001,1.0
0.6202472676965918,0.6143825957338537,1.0445908064450045,0.46521949682014624,81920.0,8.40881386974889,0.8750921182129118,43,0.78,1.05,5,0.9900000000000001,1.0
0.6202472676965918,0.6143825957338537,1.0445908064450045,1.6638026092426268,81920.0,0.7468234078452313,0.39604530275606437,61,0.87,0.9500000000000001,98,0.7999,1.3499
